DateTime,Hs,Ts,MP_Dynamic x,MP_Dynamic y,MP_Dynamic z,MP_Dynamic Rx,MP_Dynamic Ry,MP_Dynamic Rz,vessel_Dynamic x,vessel_Dynamic y,vessel_Dynamic z,vessel_Dynamic Rx,vessel_Dynamic Ry,vessel_Dynamic Rz
2009-01-01 00:00:00,2.69,8.6,1.151,0.0,0.491,0.0,1.496,0.0,0.365,0.0,0.355,0.0,0.238,0.0
2009-01-01 01:00:00,2.62,8.6,1.121,0.0,0.475,0.0,1.452,0.0,0.35,0.0,0.34,0.0,0.236,0.0
2009-01-01 02:00:00,2.58,8.5,1.084,0.0,0.458,0.0,1.4,0.0,0.336,0.0,0.326,0.0,0.232,0.0
2009-01-01 03:00:00,2.53,8.5,1.063,0.0,0.447,0.0,1.369,0.0,0.326,0.0,0.316,0.0,0.231,0.0
2009-01-01 04:00:00,2.52,8.5,1.058,0.0,0.444,0.0,1.362,0.0,0.324,0.0,0.314,0.0,0.23,0.0
2009-01-01 05:00:00,2.52,8.5,1.058,0.0,0.444,0.0,1.362,0.0,0.324,0.0,0.314,0.0,0.23,0.0
2009-01-01 06:00:00,2.51,8.5,1.054,0.0,0.442,0.0,1.356,0.0,0.322,0.0,0.312,0.0,0.23,0.0
2009-01-01 07:00:00,2.54,8.5,1.067,0.0,0.449,0.0,1.375,0.0,0.328,0.0,0.318,0.0,0.231,0.0
2009-01-01 08:00:00,2.57,8.5,1.079,0.0,0.455,0.0,1.393,0.0,0.334,0.0,0.324,0.0,0.231,0.0
2009-01-01 09:00:00,2.63,8.5,1.105,0.0,0.469,0.0,1.431,0.0,0.346,0.0,0.336,0.0,0.233,0.0
2009-01-01 10:00:00,2.73,8.6,1.168,0.0,0.5,0.0,1.521,0.0,0.373,0.0,0.363,0.0,0.239,0.0
2009-01-01 11:00:00,2.57,8.7,1.121,0.0,0.472,0.0,1.447,0.0,0.347,0.0,0.337,0.0,0.239,0.0
2009-01-01 12:00:00,2.63,8.8,1.168,0.0,0.494,0.0,1.513,0.0,0.366,0.0,0.356,0.0,0.245,0.0
2009-01-01 13:00:00,2.63,8.9,1.189,0.0,0.503,0.0,1.541,0.0,0.372,0.0,0.362,0.0,0.249,0.0
2009-01-01 14:00:00,2.63,8.8,1.168,0.0,0.494,0.0,1.513,0.0,0.366,0.0,0.356,0.0,0.245,0.0
2009-01-01 15:00:00,2.66,8.8,1.181,0.0,0.501,0.0,1.533,0.0,0.372,0.0,0.362,0.0,0.245,0.0
2009-01-01 16:00:00,2.69,8.9,1.216,0.0,0.517,0.0,1.581,0.0,0.385,0.0,0.375,0.0,0.25,0.0
2009-01-01 17:00:00,2.69,8.9,1.216,0.0,0.517,0.0,1.581,0.0,0.385,0.0,0.375,0.0,0.25,0.0
2009-01-01 18:00:00,2.69,8.9,1.216,0.0,0.517,0.0,1.581,0.0,0.385,0.0,0.375,0.0,0.25,0.0
2009-01-01 19:00:00,2.73,8.9,1.234,0.0,0.526,0.0,1.608,0.0,0.394,0.0,0.384,0.0,0.251,0.0
2009-01-01 20:00:00,2.87,9.0,1.32,0.0,0.569,0.0,1.732,0.0,0.431,0.0,0.421,0.0,0.257,0.0
2009-01-01 21:00:00,3.05,9.2,1.452,0.0,0.632,0.0,1.919,0.0,0.487,0.0,0.477,0.0,0.269,0.0
2009-01-01 22:00:00,3.18,9.4,1.565,0.0,0.686,0.0,2.079,0.0,0.534,0.0,0.524,0.0,0.28,0.0
2009-01-01 23:00:00,3.11,9.5,1.555,0.0,0.679,0.0,2.061,0.0,0.526,0.0,0.516,0.0,0.282,0.0
2009-01-02 00:00:00,3.0,9.2,1.428,0.0,0.62,0.0,1.884,0.0,0.476,0.0,0.466,0.0,0.268,0.0
2009-01-02 01:00:00,2.98,9.2,1.418,0.0,0.615,0.0,1.87,0.0,0.471,0.0,0.461,0.0,0.268,0.0
2009-01-02 02:00:00,3.02,9.1,1.413,0.0,0.615,0.0,1.866,0.0,0.472,0.0,0.462,0.0,0.264,0.0
2009-01-02 03:00:00,3.03,9.1,1.418,0.0,0.617,0.0,1.873,0.0,0.475,0.0,0.465,0.0,0.265,0.0
2009-01-02 04:00:00,2.99,9.1,1.399,0.0,0.608,0.0,1.845,0.0,0.466,0.0,0.456,0.0,0.264,0.0
2009-01-02 05:00:00,2.98,9.1,1.395,0.0,0.605,0.0,1.838,0.0,0.464,0.0,0.454,0.0,0.264,0.0
2009-01-02 06:00:00,2.95,9.1,1.381,0.0,0.598,0.0,1.817,0.0,0.457,0.0,0.447,0.0,0.263,0.0
2009-01-02 07:00:00,2.91,9.0,1.339,0.0,0.578,0.0,1.759,0.0,0.44,0.0,0.43,0.0,0.258,0.0
2009-01-02 08:00:00,2.93,9.1,1.371,0.0,0.593,0.0,1.804,0.0,0.452,0.0,0.442,0.0,0.263,0.0
2009-01-02 09:00:00,2.87,9.0,1.32,0.0,0.569,0.0,1.732,0.0,0.431,0.0,0.421,0.0,0.257,0.0
2009-01-02 10:00:00,2.79,9.0,1.283,0.0,0.55,0.0,1.677,0.0,0.414,0.0,0.404,0.0,0.256,0.0
2009-01-02 11:00:00,2.76,9.0,1.27,0.0,0.542,0.0,1.657,0.0,0.407,0.0,0.397,0.0,0.255,0.0
2009-01-02 12:00:00,2.71,8.9,1.225,0.0,0.522,0.0,1.594,0.0,0.389,0.0,0.379,0.0,0.25,0.0
2009-01-02 13:00:00,2.7,8.9,1.22,0.0,0.519,0.0,1.588,0.0,0.387,0.0,0.377,0.0,0.25,0.0
2009-01-02 14:00:00,2.68,8.8,1.19,0.0,0.506,0.0,1.546,0.0,0.376,0.0,0.366,0.0,0.246,0.0
2009-01-02 15:00:00,2.7,8.8,1.199,0.0,0.51,0.0,1.559,0.0,0.38,0.0,0.37,0.0,0.246,0.0
2009-01-02 16:00:00,2.68,8.8,1.19,0.0,0.506,0.0,1.546,0.0,0.376,0.0,0.366,0.0,0.246,0.0
2009-01-02 17:00:00,2.64,8.8,1.172,0.0,0.496,0.0,1.52,0.0,0.368,0.0,0.358,0.0,0.245,0.0
2009-01-02 18:00:00,2.59,8.8,1.15,0.0,0.485,0.0,1.487,0.0,0.357,0.0,0.347,0.0,0.244,0.0
2009-01-02 19:00:00,2.56,8.6,1.096,0.0,0.461,0.0,1.414,0.0,0.338,0.0,0.328,0.0,0.235,0.0
2009-01-02 20:00:00,2.71,8.7,1.182,0.0,0.504,0.0,1.537,0.0,0.376,0.0,0.366,0.0,0.242,0.0
2009-01-02 21:00:00,2.83,8.8,1.257,0.0,0.541,0.0,1.644,0.0,0.408,0.0,0.398,0.0,0.249,0.0
2009-01-02 22:00:00,2.92,8.9,1.32,0.0,0.571,0.0,1.735,0.0,0.435,0.0,0.425,0.0,0.254,0.0
2009-01-02 23:00:00,2.92,8.9,1.32,0.0,0.571,0.0,1.735,0.0,0.435,0.0,0.425,0.0,0.254,0.0
2009-01-03 00:00:00,2.9,8.9,1.311,0.0,0.566,0.0,1.721,0.0,0.43,0.0,0.42,0.0,0.254,0.0
2009-01-03 01:00:00,2.82,8.9,1.275,0.0,0.548,0.0,1.668,0.0,0.413,0.0,0.403,0.0,0.252,0.0
2009-01-03 02:00:00,2.89,8.9,1.306,0.0,0.564,0.0,1.715,0.0,0.428,0.0,0.418,0.0,0.254,0.0
2009-01-03 03:00:00,2.91,9.0,1.339,0.0,0.578,0.0,1.759,0.0,0.44,0.0,0.43,0.0,0.258,0.0
2009-01-03 04:00:00,2.87,9.0,1.32,0.0,0.569,0.0,1.732,0.0,0.431,0.0,0.421,0.0,0.257,0.0
2009-01-03 05:00:00,2.93,8.9,1.324,0.0,0.573,0.0,1.741,0.0,0.437,0.0,0.427,0.0,0.255,0.0
2009-01-03 06:00:00,2.98,9.0,1.371,0.0,0.595,0.0,1.806,0.0,0.456,0.0,0.446,0.0,0.26,0.0
2009-01-03 07:00:00,2.93,9.0,1.348,0.0,0.583,0.0,1.772,0.0,0.445,0.0,0.435,0.0,0.259,0.0
2009-01-03 08:00:00,2.87,9.0,1.32,0.0,0.569,0.0,1.732,0.0,0.431,0.0,0.421,0.0,0.257,0.0
2009-01-03 09:00:00,2.77,8.9,1.252,0.0,0.536,0.0,1.634,0.0,0.402,0.0,0.392,0.0,0.251,0.0
2009-01-03 10:00:00,2.62,8.8,1.163,0.0,0.492,0.0,1.507,0.0,0.363,0.0,0.353,0.0,0.244,0.0
2009-01-03 11:00:00,2.42,8.6,1.036,0.0,0.43,0.0,1.325,0.0,0.31,0.0,0.3,0.0,0.232,0.0
2009-01-03 12:00:00,2.28,8.4,0.939,0.0,0.384,0.0,1.19,0.0,0.271,0.0,0.261,0.0,0.222,0.0
2009-01-03 13:00:00,2.18,8.1,0.846,0.0,0.343,0.0,1.063,0.0,0.237,0.0,0.227,0.0,0.208,0.0
2009-01-03 14:00:00,2.09,8.0,0.794,0.0,0.318,0.0,0.99,0.0,0.216,0.0,0.206,0.0,0.202,0.0
2009-01-03 15:00:00,2.01,7.9,0.748,0.0,0.296,0.0,0.925,0.0,0.198,0.0,0.188,0.0,0.196,0.0
2009-01-03 16:00:00,2.08,7.7,0.74,0.0,0.297,0.0,0.922,0.0,0.201,0.0,0.191,0.0,0.19,0.0
2009-01-03 17:00:00,2.02,7.6,0.703,0.0,0.28,0.0,0.87,0.0,0.187,0.0,0.177,0.0,0.184,0.0
2009-01-03 18:00:00,1.97,7.5,0.67,0.0,0.265,0.0,0.825,0.0,0.175,0.0,0.165,0.0,0.179,0.0
2009-01-03 19:00:00,1.95,7.5,0.663,0.0,0.261,0.0,0.815,0.0,0.172,0.0,0.162,0.0,0.179,0.0
2009-01-03 20:00:00,1.92,7.4,0.637,0.0,0.25,0.0,0.781,0.0,0.164,0.0,0.154,0.0,0.174,0.0
2009-01-03 21:00:00,1.92,7.5,0.653,0.0,0.256,0.0,0.8,0.0,0.167,0.0,0.157,0.0,0.178,0.0
2009-01-03 22:00:00,1.9,7.4,0.631,0.0,0.246,0.0,0.771,0.0,0.16,0.0,0.15,0.0,0.174,0.0
2009-01-03 23:00:00,1.9,7.4,0.631,0.0,0.246,0.0,0.771,0.0,0.16,0.0,0.15,0.0,0.174,0.0
2009-01-04 00:00:00,1.86,7.4,0.618,0.0,0.239,0.0,0.752,0.0,0.154,0.0,0.144,0.0,0.173,0.0
2009-01-04 01:00:00,1.83,7.3,0.593,0.0,0.229,0.0,0.719,0.0,0.146,0.0,0.136,0.0,0.169,0.0
2009-01-04 02:00:00,1.84,7.3,0.596,0.0,0.23,0.0,0.724,0.0,0.148,0.0,0.138,0.0,0.169,0.0
2009-01-04 03:00:00,1.9,7.3,0.616,0.0,0.241,0.0,0.752,0.0,0.157,0.0,0.147,0.0,0.17,0.0
2009-01-04 04:00:00,1.91,7.3,0.619,0.0,0.243,0.0,0.757,0.0,0.158,0.0,0.148,0.0,0.17,0.0
2009-01-04 05:00:00,1.93,7.4,0.641,0.0,0.252,0.0,0.786,0.0,0.165,0.0,0.155,0.0,0.175,0.0
2009-01-04 06:00:00,1.94,7.5,0.66,0.0,0.259,0.0,0.81,0.0,0.17,0.0,0.16,0.0,0.179,0.0
2009-01-04 07:00:00,1.93,7.5,0.656,0.0,0.257,0.0,0.805,0.0,0.169,0.0,0.159,0.0,0.179,0.0
2009-01-04 08:00:00,1.95,7.5,0.663,0.0,0.261,0.0,0.815,0.0,0.172,0.0,0.162,0.0,0.179,0.0
2009-01-04 09:00:00,1.97,7.6,0.686,0.0,0.27,0.0,0.845,0.0,0.179,0.0,0.169,0.0,0.183,0.0
2009-01-04 10:00:00,1.99,7.6,0.693,0.0,0.274,0.0,0.855,0.0,0.182,0.0,0.172,0.0,0.184,0.0
2009-01-04 11:00:00,2.01,7.6,0.699,0.0,0.278,0.0,0.865,0.0,0.186,0.0,0.176,0.0,0.184,0.0
2009-01-04 12:00:00,2.02,7.6,0.703,0.0,0.28,0.0,0.87,0.0,0.187,0.0,0.177,0.0,0.184,0.0
2009-01-04 13:00:00,2.04,7.6,0.71,0.0,0.283,0.0,0.88,0.0,0.191,0.0,0.181,0.0,0.185,0.0
2009-01-04 14:00:00,2.03,7.7,0.723,0.0,0.288,0.0,0.896,0.0,0.193,0.0,0.183,0.0,0.189,0.0
2009-01-04 15:00:00,2.05,7.7,0.73,0.0,0.291,0.0,0.906,0.0,0.196,0.0,0.186,0.0,0.189,0.0
2009-01-04 16:00:00,2.06,7.7,0.733,0.0,0.293,0.0,0.911,0.0,0.198,0.0,0.188,0.0,0.189,0.0
2009-01-04 17:00:00,2.09,7.7,0.744,0.0,0.299,0.0,0.927,0.0,0.203,0.0,0.193,0.0,0.19,0.0
2009-01-04 18:00:00,2.1,7.7,0.748,0.0,0.301,0.0,0.932,0.0,0.205,0.0,0.195,0.0,0.19,0.0
2009-01-04 19:00:00,2.11,7.9,0.785,0.0,0.316,0.0,0.98,0.0,0.215,0.0,0.205,0.0,0.198,0.0
2009-01-04 20:00:00,2.13,7.9,0.792,0.0,0.319,0.0,0.991,0.0,0.219,0.0,0.209,0.0,0.199,0.0
2009-01-04 21:00:00,2.15,7.9,0.8,0.0,0.323,0.0,1.002,0.0,0.222,0.0,0.212,0.0,0.199,0.0
2009-01-04 22:00:00,2.17,7.9,0.807,0.0,0.327,0.0,1.013,0.0,0.226,0.0,0.216,0.0,0.199,0.0
2009-01-04 23:00:00,2.1,7.9,0.781,0.0,0.314,0.0,0.975,0.0,0.214,0.0,0.204,0.0,0.198,0.0
2009-01-05 00:00:00,2.05,7.7,0.73,0.0,0.291,0.0,0.906,0.0,0.196,0.0,0.186,0.0,0.189,0.0
2009-01-05 01:00:00,2.01,7.7,0.716,0.0,0.284,0.0,0.885,0.0,0.19,0.0,0.18,0.0,0.188,0.0
2009-01-05 02:00:00,1.95,7.7,0.694,0.0,0.273,0.0,0.854,0.0,0.18,0.0,0.17,0.0,0.187,0.0
2009-01-05 03:00:00,1.89,7.6,0.658,0.0,0.256,0.0,0.804,0.0,0.166,0.0,0.156,0.0,0.182,0.0
2009-01-05 04:00:00,1.87,7.5,0.636,0.0,0.247,0.0,0.775,0.0,0.159,0.0,0.149,0.0,0.177,0.0
2009-01-05 05:00:00,1.84,7.4,0.611,0.0,0.236,0.0,0.742,0.0,0.151,0.0,0.141,0.0,0.173,0.0
2009-01-05 06:00:00,1.83,7.4,0.608,0.0,0.234,0.0,0.737,0.0,0.149,0.0,0.139,0.0,0.173,0.0
2009-01-05 07:00:00,1.8,7.4,0.598,0.0,0.229,0.0,0.722,0.0,0.145,0.0,0.135,0.0,0.172,0.0
2009-01-05 08:00:00,1.78,7.4,0.591,0.0,0.225,0.0,0.713,0.0,0.142,0.0,0.132,0.0,0.172,0.0
2009-01-05 09:00:00,1.74,7.3,0.564,0.0,0.213,0.0,0.676,0.0,0.132,0.0,0.122,0.0,0.167,0.0
2009-01-05 10:00:00,1.69,7.4,0.561,0.0,0.209,0.0,0.669,0.0,0.128,0.0,0.118,0.0,0.17,0.0
2009-01-05 11:00:00,1.64,7.4,0.544,0.0,0.201,0.0,0.644,0.0,0.12,0.0,0.11,0.0,0.169,0.0
2009-01-05 12:00:00,1.61,7.4,0.535,0.0,0.195,0.0,0.63,0.0,0.115,0.0,0.105,0.0,0.168,0.0
2009-01-05 13:00:00,1.57,7.4,0.521,0.0,0.188,0.0,0.61,0.0,0.109,0.0,0.099,0.0,0.167,0.0
2009-01-05 14:00:00,1.55,7.4,0.515,0.0,0.185,0.0,0.6,0.0,0.106,0.0,0.096,0.0,0.167,0.0
2009-01-05 15:00:00,1.53,7.3,0.496,0.0,0.177,0.0,0.576,0.0,0.101,0.0,0.091,0.0,0.163,0.0
2009-01-05 16:00:00,1.52,7.2,0.48,0.0,0.171,0.0,0.557,0.0,0.097,0.0,0.087,0.0,0.158,0.0
2009-01-05 17:00:00,1.51,7.2,0.477,0.0,0.17,0.0,0.553,0.0,0.095,0.0,0.085,0.0,0.158,0.0
2009-01-05 18:00:00,1.49,7.2,0.471,0.0,0.168,0.0,0.545,0.0,0.094,0.0,0.083,0.0,0.157,0.0
2009-01-05 19:00:00,1.46,7.0,0.438,0.0,0.159,0.0,0.508,0.0,0.089,0.0,0.074,0.0,0.144,0.0
2009-01-05 20:00:00,1.44,7.0,0.432,0.0,0.159,0.0,0.502,0.0,0.089,0.0,0.072,0.0,0.142,0.0
2009-01-05 21:00:00,1.34,7.2,0.423,0.0,0.165,0.0,0.497,0.0,0.091,0.0,0.06,0.0,0.134,0.0
2009-01-05 22:00:00,1.31,7.2,0.414,0.0,0.164,0.0,0.488,0.0,0.09,0.0,0.056,0.0,0.13,0.0
2009-01-05 23:00:00,1.29,7.0,0.387,0.0,0.156,0.0,0.457,0.0,0.086,0.0,0.051,0.0,0.121,0.0
2009-01-06 00:00:00,1.28,6.9,0.374,0.0,0.152,0.0,0.442,0.0,0.084,0.0,0.048,0.0,0.116,0.0
2009-01-06 01:00:00,1.28,6.6,0.343,0.0,0.14,0.0,0.405,0.0,0.078,0.0,0.045,0.0,0.107,0.0
2009-01-06 02:00:00,1.36,6.4,0.343,0.0,0.133,0.0,0.401,0.0,0.075,0.0,0.052,0.0,0.11,0.0
2009-01-06 03:00:00,1.39,6.3,0.339,0.0,0.13,0.0,0.395,0.0,0.074,0.0,0.054,0.0,0.11,0.0
2009-01-06 04:00:00,1.45,6.3,0.354,0.0,0.131,0.0,0.41,0.0,0.075,0.0,0.06,0.0,0.116,0.0
2009-01-06 05:00:00,1.51,6.2,0.356,0.0,0.129,0.0,0.411,0.0,0.075,0.0,0.065,0.0,0.118,0.0
2009-01-06 06:00:00,1.54,6.2,0.363,0.0,0.133,0.0,0.422,0.0,0.078,0.0,0.068,0.0,0.119,0.0
2009-01-06 07:00:00,1.54,6.2,0.363,0.0,0.133,0.0,0.422,0.0,0.078,0.0,0.068,0.0,0.119,0.0
2009-01-06 08:00:00,1.53,6.3,0.373,0.0,0.136,0.0,0.433,0.0,0.079,0.0,0.069,0.0,0.123,0.0
2009-01-06 09:00:00,1.53,6.3,0.373,0.0,0.136,0.0,0.433,0.0,0.079,0.0,0.069,0.0,0.123,0.0
2009-01-06 10:00:00,1.53,6.3,0.373,0.0,0.136,0.0,0.433,0.0,0.079,0.0,0.069,0.0,0.123,0.0
2009-01-06 11:00:00,1.53,6.3,0.373,0.0,0.136,0.0,0.433,0.0,0.079,0.0,0.069,0.0,0.123,0.0
2009-01-06 12:00:00,1.53,6.4,0.386,0.0,0.14,0.0,0.447,0.0,0.081,0.0,0.071,0.0,0.127,0.0
2009-01-06 13:00:00,1.51,6.4,0.381,0.0,0.137,0.0,0.44,0.0,0.079,0.0,0.069,0.0,0.126,0.0
2009-01-06 14:00:00,1.5,6.4,0.378,0.0,0.136,0.0,0.436,0.0,0.078,0.0,0.068,0.0,0.126,0.0
2009-01-06 15:00:00,1.49,6.4,0.375,0.0,0.136,0.0,0.433,0.0,0.078,0.0,0.067,0.0,0.125,0.0
2009-01-06 16:00:00,1.48,6.4,0.373,0.0,0.136,0.0,0.431,0.0,0.078,0.0,0.066,0.0,0.124,0.0
2009-01-06 17:00:00,1.46,6.4,0.368,0.0,0.135,0.0,0.426,0.0,0.077,0.0,0.063,0.0,0.121,0.0
2009-01-06 18:00:00,1.45,6.4,0.365,0.0,0.135,0.0,0.423,0.0,0.077,0.0,0.062,0.0,0.12,0.0
2009-01-06 19:00:00,1.43,6.4,0.36,0.0,0.135,0.0,0.418,0.0,0.077,0.0,0.06,0.0,0.118,0.0
2009-01-06 20:00:00,1.43,6.4,0.36,0.0,0.135,0.0,0.418,0.0,0.077,0.0,0.06,0.0,0.118,0.0
2009-01-06 21:00:00,1.41,6.4,0.355,0.0,0.134,0.0,0.413,0.0,0.076,0.0,0.058,0.0,0.116,0.0
2009-01-06 22:00:00,1.4,6.3,0.342,0.0,0.13,0.0,0.398,0.0,0.074,0.0,0.055,0.0,0.111,0.0
2009-01-06 23:00:00,1.39,6.3,0.339,0.0,0.13,0.0,0.395,0.0,0.074,0.0,0.054,0.0,0.11,0.0
2009-01-07 00:00:00,1.4,6.2,0.33,0.0,0.126,0.0,0.384,0.0,0.072,0.0,0.053,0.0,0.107,0.0
2009-01-07 01:00:00,1.41,6.2,0.333,0.0,0.126,0.0,0.387,0.0,0.072,0.0,0.054,0.0,0.108,0.0
2009-01-07 02:00:00,1.44,6.2,0.34,0.0,0.127,0.0,0.394,0.0,0.073,0.0,0.058,0.0,0.112,0.0
2009-01-07 03:00:00,1.45,6.1,0.331,0.0,0.123,0.0,0.383,0.0,0.071,0.0,0.057,0.0,0.109,0.0
2009-01-07 04:00:00,1.45,6.1,0.331,0.0,0.123,0.0,0.383,0.0,0.071,0.0,0.057,0.0,0.109,0.0
2009-01-07 05:00:00,1.43,6.1,0.326,0.0,0.123,0.0,0.378,0.0,0.071,0.0,0.055,0.0,0.107,0.0
2009-01-07 06:00:00,1.37,6.1,0.312,0.0,0.121,0.0,0.364,0.0,0.069,0.0,0.048,0.0,0.1,0.0
2009-01-07 07:00:00,1.3,6.1,0.296,0.0,0.12,0.0,0.348,0.0,0.068,0.0,0.041,0.0,0.093,0.0
2009-01-07 08:00:00,1.26,5.9,0.267,0.0,0.111,0.0,0.315,0.0,0.063,0.0,0.035,0.0,0.083,0.0
2009-01-07 09:00:00,1.21,5.8,0.247,0.0,0.106,0.0,0.293,0.0,0.06,0.0,0.029,0.0,0.075,0.0
2009-01-07 10:00:00,1.16,5.8,0.237,0.0,0.105,0.0,0.283,0.0,0.059,0.0,0.025,0.0,0.071,0.0
2009-01-07 11:00:00,1.13,5.8,0.231,0.0,0.105,0.0,0.277,0.0,0.059,0.0,0.022,0.0,0.068,0.0
2009-01-07 12:00:00,1.09,5.8,0.222,0.0,0.104,0.0,0.268,0.0,0.058,0.0,0.018,0.0,0.064,0.0
2009-01-07 13:00:00,1.07,5.8,0.218,0.0,0.103,0.0,0.264,0.0,0.057,0.0,0.016,0.0,0.062,0.0
2009-01-07 14:00:00,1.04,5.8,0.212,0.0,0.103,0.0,0.258,0.0,0.057,0.0,0.014,0.0,0.06,0.0
2009-01-07 15:00:00,1.02,5.8,0.208,0.0,0.102,0.0,0.254,0.0,0.056,0.0,0.012,0.0,0.058,0.0
2009-01-07 16:00:00,0.99,5.8,0.202,0.0,0.1,0.0,0.247,0.0,0.055,0.0,0.011,0.0,0.056,0.0
2009-01-07 17:00:00,0.98,5.8,0.2,0.0,0.098,0.0,0.244,0.0,0.054,0.0,0.011,0.0,0.056,0.0
2009-01-07 18:00:00,0.97,5.7,0.19,0.0,0.093,0.0,0.231,0.0,0.051,0.0,0.012,0.0,0.053,0.0
2009-01-07 19:00:00,0.95,5.7,0.186,0.0,0.089,0.0,0.226,0.0,0.05,0.0,0.013,0.0,0.053,0.0
2009-01-07 20:00:00,0.94,5.7,0.184,0.0,0.087,0.0,0.223,0.0,0.049,0.0,0.014,0.0,0.053,0.0
2009-01-07 21:00:00,0.91,5.7,0.178,0.0,0.082,0.0,0.214,0.0,0.046,0.0,0.016,0.0,0.052,0.0
2009-01-07 22:00:00,0.89,5.7,0.174,0.0,0.079,0.0,0.209,0.0,0.044,0.0,0.017,0.0,0.052,0.0
2009-01-07 23:00:00,0.87,5.7,0.171,0.0,0.075,0.0,0.203,0.0,0.043,0.0,0.019,0.0,0.051,0.0
2009-01-08 00:00:00,0.84,5.7,0.165,0.0,0.07,0.0,0.195,0.0,0.04,0.0,0.021,0.0,0.051,0.0
2009-01-08 01:00:00,0.82,5.7,0.161,0.0,0.066,0.0,0.189,0.0,0.038,0.0,0.022,0.0,0.05,0.0
2009-01-08 02:00:00,0.8,5.6,0.15,0.0,0.06,0.0,0.176,0.0,0.035,0.0,0.023,0.0,0.048,0.0
2009-01-08 03:00:00,0.77,5.6,0.145,0.0,0.055,0.0,0.167,0.0,0.033,0.0,0.025,0.0,0.047,0.0
2009-01-08 04:00:00,0.75,5.5,0.135,0.0,0.05,0.0,0.155,0.0,0.03,0.0,0.025,0.0,0.045,0.0
2009-01-08 05:00:00,0.73,5.5,0.131,0.0,0.047,0.0,0.15,0.0,0.028,0.0,0.026,0.0,0.045,0.0
2009-01-08 06:00:00,0.71,5.5,0.128,0.0,0.044,0.0,0.145,0.0,0.027,0.0,0.027,0.0,0.044,0.0
2009-01-08 07:00:00,0.69,5.5,0.124,0.0,0.04,0.0,0.139,0.0,0.025,0.0,0.029,0.0,0.044,0.0
2009-01-08 08:00:00,0.68,5.5,0.122,0.0,0.039,0.0,0.137,0.0,0.024,0.0,0.029,0.0,0.044,0.0
2009-01-08 09:00:00,0.66,5.5,0.119,0.0,0.036,0.0,0.132,0.0,0.023,0.0,0.03,0.0,0.043,0.0
2009-01-08 10:00:00,0.64,5.5,0.115,0.0,0.032,0.0,0.126,0.0,0.021,0.0,0.032,0.0,0.043,0.0
2009-01-08 11:00:00,0.63,5.5,0.113,0.0,0.031,0.0,0.124,0.0,0.02,0.0,0.032,0.0,0.043,0.0
2009-01-08 12:00:00,0.62,5.5,0.112,0.0,0.029,0.0,0.121,0.0,0.02,0.0,0.033,0.0,0.042,0.0
2009-01-08 13:00:00,0.62,5.4,0.107,0.0,0.028,0.0,0.116,0.0,0.019,0.0,0.031,0.0,0.04,0.0
2009-01-08 14:00:00,0.61,5.4,0.105,0.0,0.027,0.0,0.113,0.0,0.018,0.0,0.032,0.0,0.04,0.0
2009-01-08 15:00:00,0.61,5.4,0.105,0.0,0.027,0.0,0.113,0.0,0.018,0.0,0.032,0.0,0.04,0.0
2009-01-08 16:00:00,0.6,5.4,0.103,0.0,0.025,0.0,0.111,0.0,0.018,0.0,0.032,0.0,0.04,0.0
2009-01-08 17:00:00,0.6,5.2,0.094,0.0,0.024,0.0,0.1,0.0,0.017,0.0,0.029,0.0,0.036,0.0
2009-01-08 18:00:00,0.6,5.2,0.094,0.0,0.024,0.0,0.1,0.0,0.017,0.0,0.029,0.0,0.036,0.0
2009-01-08 19:00:00,0.56,5.1,0.083,0.0,0.018,0.0,0.087,0.0,0.014,0.0,0.029,0.0,0.033,0.0
2009-01-08 20:00:00,0.56,5.1,0.083,0.0,0.018,0.0,0.087,0.0,0.014,0.0,0.029,0.0,0.033,0.0
2009-01-08 21:00:00,0.54,5.1,0.08,0.0,0.015,0.0,0.082,0.0,0.013,0.0,0.03,0.0,0.033,0.0
2009-01-08 22:00:00,0.52,5.1,0.077,0.0,0.013,0.0,0.078,0.0,0.011,0.0,0.031,0.0,0.032,0.0
2009-01-08 23:00:00,0.5,5.1,0.074,0.0,0.01,0.0,0.074,0.0,0.01,0.0,0.032,0.0,0.032,0.0
2009-01-09 00:00:00,0.48,5.1,0.071,0.0,0.007,0.0,0.07,0.0,0.009,0.0,0.033,0.0,0.032,0.0
2009-01-09 01:00:00,0.47,5.1,0.07,0.0,0.006,0.0,0.068,0.0,0.008,0.0,0.033,0.0,0.031,0.0
2009-01-09 02:00:00,0.46,5.2,0.072,0.0,0.005,0.0,0.069,0.0,0.007,0.0,0.036,0.0,0.033,0.0
2009-01-09 03:00:00,0.46,5.2,0.072,0.0,0.005,0.0,0.069,0.0,0.007,0.0,0.036,0.0,0.033,0.0
2009-01-09 04:00:00,0.45,5.2,0.07,0.0,0.003,0.0,0.067,0.0,0.007,0.0,0.036,0.0,0.033,0.0
2009-01-09 05:00:00,0.43,5.2,0.067,0.0,0.0,0.0,0.062,0.0,0.005,0.0,0.037,0.0,0.033,0.0
2009-01-09 06:00:00,0.41,5.4,0.071,0.0,0.0,0.0,0.064,0.0,0.003,0.0,0.043,0.0,0.036,0.0
2009-01-09 07:00:00,0.39,5.5,0.07,0.0,0.0,0.0,0.061,0.0,0.001,0.0,0.047,0.0,0.038,0.0
